Customer ID;Count;Quarter;Satisfaction Score;Satisfaction Score Label;Customer Status;Churn Label;Churn Value;Churn Score;Churn Score Category;CLTV;CLTV Category;Churn Category;Churn Reason
3780-DDGSE;1;Q3;5;5;Stayed;No;0;38;31-40;5.479;5001-5500;;
4612-SSVHJ;1;Q3;5;5;Stayed;No;0;27;21-30;2.416;2000-2500;;
1297-VQDRP;1;Q3;5;5;Stayed;No;0;66;61-70;4.324;4001-4500;;
6522-YRBXD;1;Q3;3;3;Stayed;No;0;69;61-70;2.631;2501-3000;;
3509-GWQGF;1;Q3;3;3;Stayed;No;0;77;71-80;5.242;5001-5500;;
3729-OWRVL;1;Q3;3;3;Stayed;No;0;79;71-80;4.295;4001-4500;;
7251-LJBQN;1;Q3;3;3;Stayed;No;0;20;11-20;3.568;3501-4000;;
1307-TVUFB;1;Q3;4;4;Stayed;No;0;79;71-80;2.399;2000-2500;;
7503-MIOGA;1;Q3;3;3;Stayed;No;0;56;51-60;5.881;5501-6000;;
5671-RQRLP;1;Q3;4;4;Stayed;No;0;30;21-30;4.181;4001-4500;;
6259-WJQLC;1;Q3;4;4;Stayed;No;0;50;41-50;2.143;2000-2500;;
7508-SMHXL;1;Q3;4;4;Stayed;No;0;77;71-80;4.452;4001-4500;;
4849-PYRLQ;1;Q3;3;3;Stayed;No;0;26;21-30;4.011;4001-4500;;
2858-EIMXH;1;Q3;3;3;Stayed;No;0;65;61-70;5.325;5001-5500;;
8242-SOQUO;1;Q3;4;4;Stayed;No;0;54;51-60;2.660;2501-3000;;
1751-NCDLI;1;Q3;5;5;Stayed;No;0;41;41-50;2.641;2501-3000;;
1779-PWPMG;1;Q3;3;3;Stayed;No;0;29;21-30;5.408;5001-5500;;
2460-NGXBJ;1;Q3;5;5;Stayed;No;0;28;21-30;5.193;5001-5500;;
5268-DSMNQ;1;Q3;5;5;Stayed;No;0;50;41-50;5.428;5001-5500;;
4782-OSFXZ;1;Q3;3;3;Stayed;No;0;20;11-20;5.089;5001-5500;;
0723-VSOBE;1;Q3;3;3;Stayed;No;0;38;31-40;5.715;5501-6000;;
1004-NOZNR;1;Q3;4;4;Stayed;No;0;59;51-60;5.693;5501-6000;;
7005-CYUIL;1;Q3;3;3;Stayed;No;0;29;21-30;4.964;4501-5000;;
2692-BUCFV;1;Q3;4;4;Stayed;No;0;76;71-80;5.285;5001-5500;;
5651-WYIPH;1;Q3;3;3;Stayed;No;0;71;71-80;3.283;3001-3500;;
2439-LYPMQ;1;Q3;4;4;Stayed;No;0;40;31-40;5.469;5001-5500;;
0999-QXNSA;1;Q3;4;4;Stayed;No;0;57;51-60;3.779;3501-4000;;
8623-ULFNQ;1;Q3;5;5;Stayed;No;0;43;41-50;3.225;3001-3500;;
7789-HKSBS;1;Q3;3;3;Stayed;No;0;36;31-40;5.573;5501-6000;;
3537-RYBHH;1;Q3;3;3;Stayed;No;0;67;61-70;4.074;4001-4500;;
1636-NTNCO;1;Q3;3;3;Stayed;No;0;33;31-40;2.104;2000-2500;;
3219-JQRSL;1;Q3;3;3;Stayed;No;0;39;31-40;4.627;4501-5000;;
0308-GIQJT;1;Q3;4;4;Stayed;No;0;54;51-60;4.921;4501-5000;;
8309-IEYJD;1;Q3;4;4;Joined;No;0;25;21-30;2.576;2501-3000;;
7361-YPXFS;1;Q3;4;4;Stayed;No;0;37;31-40;3.820;3501-4000;;
9919-FZDED;1;Q3;3;3;Stayed;No;0;63;61-70;4.671;4501-5000;;
2931-VUVJN;1;Q3;3;3;Stayed;No;0;30;21-30;5.061;5001-5500;;
7375-WMVMT;1;Q3;4;4;Stayed;No;0;80;71-80;6.412;6001-6500;;
1302-UHBDD;1;Q3;4;4;Stayed;No;0;33;31-40;4.812;4501-5000;;
1013-QCWAM;1;Q3;4;4;Stayed;No;0;32;31-40;5.469;5001-5500;;
7322-OCWHC;1;Q3;3;3;Stayed;No;0;39;31-40;4.988;4501-5000;;
5732-IKGQH;1;Q3;3;3;Stayed;No;0;78;71-80;5.490;5001-5500;;
1465-LNTLJ;1;Q3;5;5;Stayed;No;0;78;71-80;4.537;4501-5000;;
4706-DGAHW;1;Q3;3;3;Joined;No;0;44;41-50;4.576;4501-5000;;
8552-OBVRU;1;Q3;3;3;Stayed;No;0;71;71-80;3.847;3501-4000;;
4083-BFNYK;1;Q3;4;4;Stayed;No;0;71;71-80;5.148;5001-5500;;
0141-YEAYS;1;Q3;4;4;Stayed;No;0;77;71-80;5.990;5501-6000;;
0023-UYUPN;1;Q3;3;3;Stayed;No;0;61;61-70;4.015;4001-4500;;
9050-IKDZA;1;Q3;4;4;Joined;No;0;59;51-60;4.267;4001-4500;;
1197-BVMVG;1;Q3;3;3;Stayed;No;0;50;41-50;4.093;4001-4500;;
5198-EFNBM;1;Q3;4;4;Stayed;No;0;23;21-30;5.636;5501-6000;;
8735-SDUFN;1;Q3;5;5;Stayed;No;0;55;51-60;4.397;4001-4500;;
4526-ZJJTM;1;Q3;3;3;Stayed;No;0;51;51-60;4.849;4501-5000;;
6128-AQBMT;1;Q3;3;3;Stayed;No;0;46;41-50;3.920;3501-4000;;
7693-QPEFS;1;Q3;3;3;Stayed;No;0;72;71-80;4.368;4001-4500;;
0924-BJCRC;1;Q3;3;3;Stayed;No;0;44;41-50;4.340;4001-4500;;
2277-DJJDL;1;Q3;3;3;Stayed;No;0;40;31-40;4.763;4501-5000;;
6963-EZQEE;1;Q3;3;3;Stayed;No;0;37;31-40;4.097;4001-4500;;
7923-IYJWY;1;Q3;3;3;Stayed;No;0;60;51-60;5.896;5501-6000;;
1658-TJVOA;1;Q3;3;3;Stayed;No;0;79;71-80;4.716;4501-5000;;
8996-ZROXE;1;Q3;4;4;Stayed;No;0;58;51-60;5.521;5501-6000;;
0516-QREYC;1;Q3;5;5;Stayed;No;0;71;71-80;3.740;3501-4000;;
5897-ZYEKH;1;Q3;3;3;Stayed;No;0;45;41-50;5.768;5501-6000;;
5456-ITGIC;1;Q3;5;5;Stayed;No;0;68;61-70;5.295;5001-5500;;
8070-AAWZP;1;Q3;4;4;Stayed;No;0;63;61-70;2.525;2501-3000;;
0581-BXBUB;1;Q3;4;4;Stayed;No;0;50;41-50;4.503;4501-5000;;
4827-LTQRJ;1;Q3;4;4;Stayed;No;0;67;61-70;5.418;5001-5500;;
2195-VVRJF;1;Q3;3;3;Stayed;No;0;30;21-30;2.422;2000-2500;;
1167-OYZJF;1;Q3;5;5;Stayed;No;0;76;71-80;4.934;4501-5000;;
4806-DXQCE;1;Q3;4;4;Stayed;No;0;46;41-50;6.146;6001-6500;;
5397-TUPSH;1;Q3;3;3;Stayed;No;0;30;21-30;4.871;4501-5000;;
4840-ORQXB;1;Q3;3;3;Stayed;No;0;35;31-40;5.128;5001-5500;;
3756-VNWDH;1;Q3;3;3;Stayed;No;0;66;61-70;4.368;4001-4500;;
2921-XWDJH;1;Q3;3;3;Stayed;No;0;49;41-50;2.768;2501-3000;;
2880-FPNAE;1;Q3;4;4;Joined;No;0;32;31-40;3.170;3001-3500;;
1730-ZMAME;1;Q3;4;4;Stayed;No;0;24;21-30;3.041;3001-3500;;
9819-FBNSV;1;Q3;3;3;Stayed;No;0;20;11-20;4.121;4001-4500;;
9544-PYPSJ;1;Q3;4;4;Stayed;No;0;37;31-40;5.868;5501-6000;;
3878-AVSOQ;1;Q3;4;4;Joined;No;0;49;41-50;5.033;5001-5500;;
3258-SYSWS;1;Q3;3;3;Stayed;No;0;56;51-60;4.598;4501-5000;;
2107-FBPTK;1;Q3;4;4;Stayed;No;0;59;51-60;5.655;5501-6000;;
2900-PHPLN;1;Q3;3;3;Stayed;No;0;22;21-30;5.209;5001-5500;;
7826-VVKWT;1;Q3;5;5;Stayed;No;0;73;71-80;4.309;4001-4500;;
5288-AHOUP;1;Q3;3;3;Stayed;No;0;51;51-60;4.333;4001-4500;;
4415-WNGVR;1;Q3;4;4;Stayed;No;0;42;41-50;3.355;3001-3500;;
7225-CBZPL;1;Q3;3;3;Stayed;No;0;49;41-50;4.831;4501-5000;;
3692-JHONH;1;Q3;5;5;Stayed;No;0;57;51-60;4.499;4001-4500;;
4098-NAUKP;1;Q3;3;3;Stayed;No;0;72;71-80;6.404;6001-6500;;
6199-IWKGC;1;Q3;5;5;Stayed;No;0;59;51-60;5.453;5001-5500;;
2675-DHUTR;1;Q3;3;3;Stayed;No;0;21;21-30;4.993;4501-5000;;
2688-BHGOG;1;Q3;5;5;Stayed;No;0;76;71-80;5.811;5501-6000;;
0187-QSXOE;1;Q3;4;4;Stayed;No;0;36;31-40;5.711;5501-6000;;
5917-RYRMG;1;Q3;4;4;Stayed;No;0;78;71-80;3.836;3501-4000;;
8107-KNCIM;1;Q3;4;4;Stayed;No;0;66;61-70;3.771;3501-4000;;
5451-YHYPW;1;Q3;3;3;Stayed;No;0;50;41-50;6.205;6001-6500;;
8189-XRIKE;1;Q3;4;4;Stayed;No;0;52;51-60;5.936;5501-6000;;
2186-QZEYA;1;Q3;3;3;Stayed;No;0;30;21-30;2.044;2000-2500;;
5599-HVLTW;1;Q3;4;4;Stayed;No;0;39;31-40;3.276;3001-3500;;
9208-OLGAQ;1;Q3;4;4;Stayed;No;0;74;71-80;3.878;3501-4000;;
9708-HPXWZ;1;Q3;5;5;Stayed;No;0;68;61-70;2.599;2501-3000;;
8065-BVEPF;1;Q3;4;4;Stayed;No;0;52;51-60;4.574;4501-5000;;
0929-PECLO;1;Q3;4;4;Stayed;No;0;38;31-40;4.438;4001-4500;;
8024-XNAFQ;1;Q3;4;4;Stayed;No;0;56;51-60;5.294;5001-5500;;
7813-ZGGAW;1;Q3;5;5;Stayed;No;0;40;31-40;3.364;3001-3500;;
3996-ZNWYK;1;Q3;4;4;Stayed;No;0;69;61-70;5.819;5501-6000;;
7515-LODFU;1;Q3;3;3;Stayed;No;0;21;21-30;4.042;4001-4500;;
8875-AKBYH;1;Q3;4;4;Stayed;No;0;70;61-70;4.915;4501-5000;;
0533-UCAAU;1;Q3;5;5;Stayed;No;0;40;31-40;5.462;5001-5500;;
1394-SUIUH;1;Q3;4;4;Stayed;No;0;45;41-50;2.672;2501-3000;;
9699-UBQFS;1;Q3;3;3;Stayed;No;0;32;31-40;4.745;4501-5000;;
3320-VEOYC;1;Q3;3;3;Stayed;No;0;78;71-80;3.502;3501-4000;;
1360-JYXKQ;1;Q3;5;5;Stayed;No;0;54;51-60;4.118;4001-4500;;
6925-BAYGL;1;Q3;3;3;Stayed;No;0;70;61-70;5.295;5001-5500;;
4135-FRWKJ;1;Q3;3;3;Stayed;No;0;42;41-50;4.319;4001-4500;;
4128-ETESU;1;Q3;3;3;Stayed;No;0;67;61-70;4.787;4501-5000;;
7668-XCFYV;1;Q3;3;3;Stayed;No;0;23;21-30;3.689;3501-4000;;
5419-JKZNQ;1;Q3;3;3;Stayed;No;0;49;41-50;2.009;2000-2500;;
1409-PHXTF;1;Q3;4;4;Stayed;No;0;77;71-80;4.425;4001-4500;;
3733-UOCWF;1;Q3;4;4;Stayed;No;0;62;61-70;4.845;4501-5000;;
7856-GANIL;1;Q3;3;3;Stayed;No;0;66;61-70;2.535;2501-3000;;
7658-UYUQS;1;Q3;5;5;Stayed;No;0;67;61-70;5.318;5001-5500;;
8133-ANHHJ;1;Q3;4;4;Stayed;No;0;75;71-80;5.023;5001-5500;;
6847-KJLTS;1;Q3;5;5;Stayed;No;0;64;61-70;4.005;4001-4500;;
4619-EVPHY;1;Q3;5;5;Stayed;No;0;57;51-60;3.748;3501-4000;;
4462-CYWMH;1;Q3;3;3;Stayed;No;0;67;61-70;4.981;4501-5000;;
1576-PFZIW;1;Q3;4;4;Stayed;No;0;34;31-40;5.866;5501-6000;;
1217-VASWC;1;Q3;4;4;Stayed;No;0;65;61-70;4.499;4001-4500;;
8169-SAEJD;1;Q3;3;3;Stayed;No;0;28;21-30;4.162;4001-4500;;
1371-WEPDS;1;Q3;3;3;Stayed;No;0;78;71-80;3.587;3501-4000;;
3349-ANQNH;1;Q3;5;5;Stayed;No;0;50;41-50;5.513;5501-6000;;
5937-EORGB;1;Q3;4;4;Stayed;No;0;61;61-70;2.394;2000-2500;;
5539-HIVAK;1;Q3;4;4;Stayed;No;0;80;71-80;3.136;3001-3500;;
1480-IVEVR;1;Q3;3;3;Stayed;No;0;60;51-60;2.300;2000-2500;;
1635-NZATJ;1;Q3;5;5;Stayed;No;0;26;21-30;5.341;5001-5500;;
2931-FSOHN;1;Q3;5;5;Stayed;No;0;58;51-60;5.254;5001-5500;;
3055-OYMSE;1;Q3;3;3;Stayed;No;0;45;41-50;6.469;6001-6500;;
9605-WGJVW;1;Q3;5;5;Joined;No;0;47;41-50;2.422;2000-2500;;
5553-AOINX;1;Q3;4;4;Stayed;No;0;48;41-50;4.892;4501-5000;;
9000-PLFUZ;1;Q3;3;3;Stayed;No;0;61;61-70;4.277;4001-4500;;
7779-ORAEL;1;Q3;3;3;Stayed;No;0;52;51-60;5.837;5501-6000;;
1658-XUHBX;1;Q3;3;3;Stayed;No;0;21;21-30;6.492;6001-6500;;
2378-HTWFW;1;Q3;3;3;Stayed;No;0;35;31-40;5.527;5501-6000;;
0201-MIBOL;1;Q3;3;3;Stayed;No;0;69;61-70;4.861;4501-5000;;
8495-PRWFH;1;Q3;4;4;Stayed;No;0;80;71-80;5.831;5501-6000;;
0439-IFYUN;1;Q3;4;4;Stayed;No;0;62;61-70;3.896;3501-4000;;
6726-WEXXK;1;Q3;3;3;Stayed;No;0;63;61-70;5.755;5501-6000;;
2378-VTKDH;1;Q3;5;5;Stayed;No;0;69;61-70;4.073;4001-4500;;
3865-ZYKAD;1;Q3;3;3;Stayed;No;0;59;51-60;4.503;4501-5000;;
1763-KUAAW;1;Q3;4;4;Stayed;No;0;30;21-30;4.713;4501-5000;;
3908-MKIMJ;1;Q3;3;3;Stayed;No;0;34;31-40;5.607;5501-6000;;
3588-WSTTJ;1;Q3;4;4;Stayed;No;0;63;61-70;3.484;3001-3500;;
2452-MRMZF;1;Q3;3;3;Stayed;No;0;21;21-30;5.079;5001-5500;;
4989-LIXVT;1;Q3;3;3;Stayed;No;0;68;61-70;5.080;5001-5500;;
0749-IRGQE;1;Q3;4;4;Stayed;No;0;48;41-50;4.118;4001-4500;;
1754-GKYPY;1;Q3;3;3;Stayed;No;0;23;21-30;4.180;4001-4500;;
3259-KNMRR;1;Q3;4;4;Stayed;No;0;79;71-80;5.371;5001-5500;;
4323-OHFOW;1;Q3;4;4;Stayed;No;0;51;51-60;4.605;4501-5000;;
6563-VNPMN;1;Q3;4;4;Stayed;No;0;44;41-50;5.397;5001-5500;;
6211-WHMYA;1;Q3;5;5;Stayed;No;0;46;41-50;6.055;6001-6500;;
3454-JFUBC;1;Q3;5;5;Stayed;No;0;55;51-60;6.136;6001-6500;;
2451-YMUXS;1;Q3;3;3;Stayed;No;0;67;61-70;4.494;4001-4500;;
7789-CRUVC;1;Q3;3;3;Stayed;No;0;76;71-80;5.274;5001-5500;;
2274-XUATA;1;Q3;3;3;Stayed;No;0;56;51-60;4.933;4501-5000;;
7694-VLBWQ;1;Q3;2;2;Churned;Yes;1;74;71-80;4.857;4501-5000;Dissatisfaction;Product dissatisfaction
7795-CFOCW;1;Q3;3;3;Stayed;No;0;66;61-70;4.307;4001-4500;;
8091-TTVAX;1;Q3;3;3;Stayed;No;0;71;71-80;6.432;6001-6500;;
5248-YGIJN;1;Q3;3;3;Stayed;No;0;21;21-30;5.974;5501-6000;;
7310-EGVHZ;1;Q3;5;5;Joined;No;0;77;71-80;5.526;5501-6000;;
6234-RAAPL;1;Q3;4;4;Stayed;No;0;79;71-80;5.915;5501-6000;;
9489-DEDVP;1;Q3;3;3;Stayed;No;0;25;21-30;4.715;4501-5000;;
5948-UJZLF;1;Q3;5;5;Joined;No;0;57;51-60;3.805;3501-4000;;
2954-PIBKO;1;Q3;3;3;Stayed;No;0;62;61-70;5.128;5001-5500;;
5954-BDFSG;1;Q3;3;3;Stayed;No;0;53;51-60;4.708;4501-5000;;
1215-FIGMP;1;Q3;3;3;Stayed;No;0;35;31-40;6.292;6001-6500;;
0526-SXDJP;1;Q3;4;4;Stayed;No;0;29;21-30;6.091;6001-6500;;
0557-ASKVU;1;Q3;5;5;Stayed;No;0;33;31-40;4.948;4501-5000;;
0731-EBJQB;1;Q3;3;3;Stayed;No;0;26;21-30;5.482;5001-5500;;
8028-PNXHQ;1;Q3;5;5;Stayed;No;0;33;31-40;4.444;4001-4500;;
6416-JNVRK;1;Q3;5;5;Stayed;No;0;56;51-60;2.867;2501-3000;;
3887-PBQAO;1;Q3;4;4;Stayed;No;0;78;71-80;5.741;5501-6000;;
4445-ZJNMU;1;Q3;3;3;Stayed;No;0;69;61-70;3.540;3501-4000;;
3016-KSVCP;1;Q3;3;3;Stayed;No;0;62;61-70;3.664;3501-4000;;
4767-HZZHQ;1;Q3;3;3;Stayed;No;0;9;0-10;5.036;5001-5500;;
6380-ARCEH;1;Q3;3;3;Joined;No;0;77;71-80;2.710;2501-3000;;
3679-XASPY;1;Q3;3;3;Joined;No;0;26;21-30;5.612;5501-6000;;
8597-CWYHH;1;Q3;3;3;Stayed;No;0;53;51-60;5.845;5501-6000;;
5712-AHQNN;1;Q3;5;5;Stayed;No;0;65;61-70;3.826;3501-4000;;
5256-SKJGO;1;Q3;4;4;Stayed;No;0;35;31-40;4.850;4501-5000;;
6497-TILVL;1;Q3;3;3;Stayed;No;0;59;51-60;3.097;3001-3500;;
3930-ZGWVE;1;Q3;3;3;Joined;No;0;68;61-70;2.484;2000-2500;;
2876-GZYZC;1;Q3;5;5;Stayed;No;0;58;51-60;5.886;5501-6000;;
3774-VBNXY;1;Q3;5;5;Stayed;No;0;51;51-60;4.557;4501-5000;;
9167-APMXZ;1;Q3;3;3;Stayed;No;0;32;31-40;3.549;3501-4000;;
8992-VONJD;1;Q3;3;3;Stayed;No;0;22;21-30;5.156;5001-5500;;
4482-EWFMI;1;Q3;5;5;Joined;No;0;43;41-50;3.056;3001-3500;;
2907-ILJBN;1;Q3;3;3;Stayed;No;0;29;21-30;4.047;4001-4500;;
7654-YWJUF;1;Q3;3;3;Stayed;No;0;51;51-60;4.382;4001-4500;;
6727-IOTLZ;1;Q3;3;3;Stayed;No;0;52;51-60;2.564;2501-3000;;
5947-SGKCL;1;Q3;3;3;Stayed;No;0;66;61-70;2.721;2501-3000;;
7100-FQPRV;1;Q3;3;3;Stayed;No;0;23;21-30;4.106;4001-4500;;
9680-NIAUV;1;Q3;4;4;Stayed;No;0;74;71-80;5.945;5501-6000;;
9323-HGFWY;1;Q3;3;3;Stayed;No;0;69;61-70;3.795;3501-4000;;
4709-LKHYG;1;Q3;5;5;Stayed;No;0;34;31-40;3.800;3501-4000;;
0699-NDKJM;1;Q3;3;3;Stayed;No;0;38;31-40;4.115;4001-4500;;
9286-BHDQG;1;Q3;4;4;Stayed;No;0;22;21-30;5.041;5001-5500;;
4443-EMBNA;1;Q3;3;3;Stayed;No;0;51;51-60;4.642;4501-5000;;
5961-VUSRV;1;Q3;5;5;Stayed;No;0;57;51-60;4.451;4001-4500;;
0945-TSONX;1;Q3;3;3;Stayed;No;0;30;21-30;5.698;5501-6000;;
2651-ZCBXV;1;Q3;3;3;Stayed;No;0;73;71-80;6.370;6001-6500;;
3316-UWXUY;1;Q3;4;4;Stayed;No;0;70;61-70;6.367;6001-6500;;
9227-UAQFT;1;Q3;5;5;Stayed;No;0;53;51-60;4.272;4001-4500;;
7576-ASEJU;1;Q3;4;4;Stayed;No;0;56;51-60;5.246;5001-5500;;
7605-BDWDC;1;Q3;3;3;Stayed;No;0;67;61-70;2.539;2501-3000;;
1950-KSVVJ;1;Q3;3;3;Stayed;No;0;61;61-70;4.885;4501-5000;;
6292-TOSSS;1;Q3;4;4;Stayed;No;0;68;61-70;4.297;4001-4500;;
7633-MVPUY;1;Q3;3;3;Stayed;No;0;68;61-70;4.012;4001-4500;;
0314-TKOSI;1;Q3;4;4;Stayed;No;0;42;41-50;5.377;5001-5500;;
8229-MYEJZ;1;Q3;4;4;Stayed;No;0;47;41-50;5.765;5501-6000;;
3727-OWVYD;1;Q3;3;3;Stayed;No;0;70;61-70;2.075;2000-2500;;
2294-SALNE;1;Q3;4;4;Stayed;No;0;54;51-60;3.200;3001-3500;;
6556-DBKZF;1;Q3;5;5;Stayed;No;0;26;21-30;5.841;5501-6000;;
8181-YHCMF;1;Q3;4;4;Stayed;No;0;24;21-30;4.864;4501-5000;;
1098-TDVUQ;1;Q3;3;3;Joined;No;0;66;61-70;4.745;4501-5000;;
1557-EMYVT;1;Q3;4;4;Stayed;No;0;57;51-60;4.115;4001-4500;;
3973-SKMLN;1;Q3;3;3;Stayed;No;0;28;21-30;5.308;5001-5500;;
8705-WZCYL;1;Q3;4;4;Joined;No;0;31;31-40;2.269;2000-2500;;
7102-JJVTX;1;Q3;3;3;Stayed;No;0;46;41-50;4.562;4501-5000;;
9385-EHGDO;1;Q3;3;3;Stayed;No;0;46;41-50;4.177;4001-4500;;
2379-GYFLQ;1;Q3;4;4;Stayed;No;0;50;41-50;5.316;5001-5500;;
2088-IEBAU;1;Q3;3;3;Stayed;No;0;46;41-50;5.531;5501-6000;;
6885-PKOAM;1;Q3;3;3;Stayed;No;0;57;51-60;4.487;4001-4500;;
9639-BUJXT;1;Q3;5;5;Stayed;No;0;28;21-30;5.997;5501-6000;;
6122-EFVKN;1;Q3;3;3;Stayed;No;0;64;61-70;5.531;5501-6000;;
6158-HDPXZ;1;Q3;4;4;Joined;No;0;51;51-60;4.193;4001-4500;;
5651-CRHKQ;1;Q3;3;3;Stayed;No;0;62;61-70;5.325;5001-5500;;
6583-SZVGP;1;Q3;4;4;Stayed;No;0;76;71-80;5.994;5501-6000;;
9967-ATRFS;1;Q3;5;5;Stayed;No;0;21;21-30;3.245;3001-3500;;
5876-QMYLD;1;Q3;4;4;Stayed;No;0;9;0-10;3.742;3501-4000;;
5495-GPSRW;1;Q3;5;5;Stayed;No;0;56;51-60;2.120;2000-2500;;
5605-IYGFG;1;Q3;3;3;Stayed;No;0;51;51-60;5.501;5501-6000;;
6152-ONASV;1;Q3;3;3;Stayed;No;0;74;71-80;4.620;4501-5000;;
7781-HVGMK;1;Q3;3;3;Stayed;No;0;27;21-30;5.092;5001-5500;;
2320-SLKMB;1;Q3;4;4;Stayed;No;0;26;21-30;3.080;3001-3500;;
0206-TBWLC;1;Q3;4;4;Stayed;No;0;67;61-70;4.488;4001-4500;;
2937-FTHUR;1;Q3;4;4;Stayed;No;0;37;31-40;2.466;2000-2500;;
5168-MSWXT;1;Q3;5;5;Stayed;No;0;44;41-50;5.505;5501-6000;;
8592-PLTMQ;1;Q3;5;5;Stayed;No;0;32;31-40;5.655;5501-6000;;
8847-GEOOQ;1;Q3;5;5;Stayed;No;0;76;71-80;5.359;5001-5500;;
8313-NDOIA;1;Q3;5;5;Stayed;No;0;61;61-70;5.813;5501-6000;;
8896-RAZCR;1;Q3;5;5;Stayed;No;0;63;61-70;2.809;2501-3000;;
0486-LGCCH;1;Q3;3;3;Stayed;No;0;33;31-40;3.372;3001-3500;;
3552-CTCYF;1;Q3;5;5;Stayed;No;0;20;11-20;4.046;4001-4500;;
8981-FJGLA;1;Q3;5;5;Stayed;No;0;23;21-30;4.886;4501-5000;;
8535-SFUTN;1;Q3;3;3;Stayed;No;0;65;61-70;4.842;4501-5000;;
0750-EBAIU;1;Q3;3;3;Stayed;No;0;29;21-30;4.770;4501-5000;;
5348-CAGXB;1;Q3;4;4;Stayed;No;0;79;71-80;2.325;2000-2500;;
0621-HJWXJ;1;Q3;4;4;Stayed;No;0;41;41-50;4.980;4501-5000;;
5844-QVTAT;1;Q3;4;4;Stayed;No;0;21;21-30;4.276;4001-4500;;
2782-LFZVW;1;Q3;4;4;Stayed;No;0;21;21-30;3.880;3501-4000;;
7129-AZJDE;1;Q3;3;3;Stayed;No;0;43;41-50;2.074;2000-2500;;
8138-EALND;1;Q3;5;5;Stayed;No;0;29;21-30;4.123;4001-4500;;
3580-HYCSP;1;Q3;3;3;Stayed;No;0;73;71-80;5.780;5501-6000;;
2075-PUEPR;1;Q3;3;3;Stayed;No;0;49;41-50;5.248;5001-5500;;
5791-KAJFD;1;Q3;3;3;Stayed;No;0;64;61-70;6.198;6001-6500;;
1154-HYWWO;1;Q3;3;3;Stayed;No;0;67;61-70;4.993;4501-5000;;
3716-UVSPD;1;Q3;3;3;Joined;No;0;45;41-50;4.209;4001-4500;;
5846-NEQVZ;1;Q3;4;4;Stayed;No;0;25;21-30;5.328;5001-5500;;
6967-QIQRV;1;Q3;3;3;Stayed;No;0;28;21-30;3.707;3501-4000;;
5150-LJNSR;1;Q3;4;4;Stayed;No;0;80;71-80;4.524;4501-5000;;
4568-KNYWR;1;Q3;4;4;Stayed;No;0;43;41-50;6.471;6001-6500;;
0742-LAFQK;1;Q3;3;3;Stayed;No;0;46;41-50;5.152;5001-5500;;
5512-IDZEI;1;Q3;5;5;Stayed;No;0;41;41-50;2.026;2000-2500;;
8208-EUMTE;1;Q3;4;4;Stayed;No;0;40;31-40;2.136;2000-2500;;
1096-ADRUX;1;Q3;3;3;Stayed;No;0;45;41-50;4.395;4001-4500;;
4723-BEGSG;1;Q3;3;3;Stayed;No;0;61;61-70;5.483;5001-5500;;
2804-ETQDK;1;Q3;4;4;Stayed;No;0;74;71-80;4.101;4001-4500;;
7138-GIRSH;1;Q3;5;5;Stayed;No;0;76;71-80;4.145;4001-4500;;
4059-IIEBK;1;Q3;3;3;Stayed;No;0;61;61-70;4.025;4001-4500;;
0516-UXRMT;1;Q3;3;3;Stayed;No;0;71;71-80;5.801;5501-6000;;
5148-HKFIR;1;Q3;5;5;Stayed;No;0;76;71-80;4.404;4001-4500;;
1775-KWJKQ;1;Q3;4;4;Stayed;No;0;50;41-50;6.046;6001-6500;;
7665-VIGUD;1;Q3;5;5;Stayed;No;0;38;31-40;4.745;4501-5000;;
9411-TPQQV;1;Q3;3;3;Stayed;No;0;74;71-80;3.533;3501-4000;;
7954-MLBUN;1;Q3;5;5;Stayed;No;0;64;61-70;2.021;2000-2500;;
5183-SNMJQ;1;Q3;3;3;Stayed;No;0;33;31-40;5.787;5501-6000;;
8095-WANWK;1;Q3;5;5;Stayed;No;0;38;31-40;5.369;5001-5500;;
8755-OGKNA;1;Q3;3;3;Stayed;No;0;45;41-50;5.864;5501-6000;;
2800-VEQXM;1;Q3;3;3;Joined;No;0;21;21-30;3.319;3001-3500;;
3088-FVYWK;1;Q3;3;3;Stayed;No;0;46;41-50;5.794;5501-6000;;
9092-GDZKO;1;Q3;4;4;Stayed;No;0;51;51-60;3.534;3501-4000;;
2324-AALNO;1;Q3;5;5;Stayed;No;0;41;41-50;5.517;5501-6000;;
1536-HBSWP;1;Q3;3;3;Joined;No;0;56;51-60;4.667;4501-5000;;
5313-FPXWG;1;Q3;5;5;Stayed;No;0;75;71-80;4.886;4501-5000;;
0946-FKYTX;1;Q3;3;3;Stayed;No;0;51;51-60;6.290;6001-6500;;
9620-QJREV;1;Q3;5;5;Stayed;No;0;56;51-60;3.313;3001-3500;;
1766-GKNMI;1;Q3;3;3;Stayed;No;0;69;61-70;4.388;4001-4500;;
6942-LBFDP;1;Q3;3;3;Joined;No;0;25;21-30;5.629;5501-6000;;
1456-TWCGB;1;Q3;3;3;Stayed;No;0;37;31-40;3.272;3001-3500;;
5433-KYGHE;1;Q3;3;3;Stayed;No;0;33;31-40;5.494;5001-5500;;
8434-VGEQQ;1;Q3;4;4;Stayed;No;0;36;31-40;4.446;4001-4500;;
4950-HKQTE;1;Q3;4;4;Stayed;No;0;64;61-70;5.676;5501-6000;;
